name,trend_days,momentum_days,vol_days,target_vol,top_n,sleeve_cap,cagr,vol,sharpe,max_dd,calmar,cvar1,worst_day,worst_month,end_multiple,current_allocation
"trend=250,mom=126,vol=21,target=0.10,top=3,cap=0.50",250,126,21,0.1,3,0.5,0.11135765229110639,0.0951573297385692,1.1597731781131901,-0.15085993102267892,0.7381526130644054,-0.026287816281889215,-0.0434782682402652,-0.07449273149146285,2.995215207680009,"{""DBC"": 0.14710802763571848, ""GLD"": 0.1683014843765476, ""SHY"": 0.34844694536049026, ""SPY"": 0.33614354262724366}"
"trend=100,mom=63,vol=21,target=0.12,top=1,cap=0.67",100,63,21,0.12,1,0.67,0.10438466328252383,0.1032417280499076,1.0155893419726376,-0.14153229152817082,0.7375324892676307,-0.02627234708774732,-0.053423337269485935,-0.07104261270068701,2.8056068305371533,"{""DBC"": 0.5295888994885866, ""SHY"": 0.47041110051141344}"
"trend=100,mom=126,vol=21,target=0.10,top=3,cap=1.00",100,126,21,0.1,3,1.0,0.1311216519240177,0.1046285858320669,1.2327384155869479,-0.17784581304353475,0.7372771373139975,-0.028009408978391607,-0.0434782682402652,-0.08916719019999331,3.5972405610095866,"{""DBC"": 0.14710802763571848, ""SHY"": 0.10245665504494894, ""SPY"": 0.33614354262724366, ""USMV"": 0.4142917746920889}"
"trend=200,mom=126,vol=21,target=0.10,top=3,cap=0.67",200,126,21,0.1,3,0.67,0.11602692391103897,0.09940704242510359,1.1566471893811485,-0.1573739363315374,0.7372689952077371,-0.027237260355355675,-0.0434782682402652,-0.0877690898913539,3.128575893256088,"{""DBC"": 0.14710802763571848, ""GLD"": 0.1683014843765476, ""SHY"": 0.34844694536049026, ""SPY"": 0.33614354262724366}"
"trend=250,mom=126,vol=63,target=0.10,top=1,cap=0.50",250,126,63,0.1,1,0.5,0.07620703832278908,0.08374349398501518,0.9208596794404946,-0.10336863972578747,0.7372355728482866,-0.021036198625087408,-0.04001864393887489,-0.051132549365112245,2.1448762349323505,"{""DBC"": 0.40756494456788434, ""SHY"": 0.5924350554321156}"
"trend=250,mom=126,vol=63,target=0.10,top=3,cap=0.67",250,126,63,0.1,3,0.67,0.11198171152129444,0.09260122797707576,1.1952674811104806,-0.15190829224365177,0.7371665487601066,-0.026112550841297207,-0.04422932534132486,-0.07292884135732058,3.012736527816134,"{""DBC"": 0.13585498152262812, ""GLD"": 0.1219871961527055, ""SHY"": 0.5106423628064083, ""SPY"": 0.23151545951825817}"
"trend=250,mom=126,vol=21,target=0.08,top=2,cap=0.50",250,126,21,0.08,2,0.5,0.09142528427885344,0.08220453489257994,1.1077642420673528,-0.12407915634813071,0.7368303184004585,-0.02153944783751255,-0.034901229656098286,-0.060075734978166984,2.481779716924402,"{""DBC"": 0.1765296331628622, ""SHY"": 0.42009811568444544, ""SPY"": 0.4033722511526924}"
"trend=250,mom=252,vol=21,target=0.10,top=2,cap=0.33",250,252,21,0.1,2,0.33,0.08375138657428005,0.071488896369911,1.1633253808786321,-0.11369221183565748,0.7366501647038322,-0.018472425841973374,-0.029090181633562643,-0.05282868620082448,2.30634488853729,"{""DBC"": 0.22066204145357773, ""GLD"": 0.2524522265648214, ""SHY"": 0.5268857319816008}"
"trend=250,mom=189,vol=63,target=0.10,top=1,cap=1.00",250,189,63,0.1,1,1.0,0.12667264329998762,0.11513119716459769,1.0960309651756053,-0.17197243780874827,0.7365868909811067,-0.03078810228240443,-0.053078253938833544,-0.07721286020372331,3.4529163799226796,"{""DBC"": 0.40756494456788434, ""SHY"": 0.5924350554321156}"
"trend=200,mom=126,vol=126,target=0.10,top=3,cap=1.00",200,126,126,0.1,3,1.0,0.10485163500284234,0.09067464431128568,1.1475471423257113,-0.14235682604539268,0.73654097183516,-0.024827927566667567,-0.04502147172841911,-0.07237789491938407,2.8179572276156524,"{""DBC"": 0.1519047689201548, ""GLD"": 0.10356970471004902, ""SHY"": 0.4844539535468022, ""SPY"": 0.2600715728229939}"
"trend=100,mom=189,vol=126,target=0.08,top=2,cap=1.00",100,189,126,0.08,2,1.0,0.1038363148050907,0.07621469882968746,1.3372768281222165,-0.14109103002242895,0.7359526313514335,-0.020477670823646855,-0.03666893318506015,-0.060767853344094735,2.7911666560224284,"{""DBC"": 0.18228572270418578, ""SHY"": 0.5056283899082215, ""SPY"": 0.31208588738759274}"
"trend=200,mom=189,vol=63,target=0.08,top=1,cap=1.00",200,189,63,0.08,1,1.0,0.1056393998231453,0.09599116821044319,1.0966467012464278,-0.1435567150283905,0.7358722286327986,-0.02617708130031715,-0.042581218214952955,-0.07764730758538485,2.8389033137880824,"{""DBC"": 0.3260519556543075, ""SHY"": 0.6739480443456924}"
"trend=150,mom=63,vol=126,target=0.10,top=1,cap=0.50",150,63,126,0.1,1,0.5,0.07600924200922354,0.08389311037128586,0.9171669696113257,-0.10336863972578747,0.7353220687711289,-0.020731414624280117,-0.04001864393887489,-0.056808021164951095,2.1407838975316356,"{""DBC"": 0.4557143067604644, ""SHY"": 0.5442856932395356}"
"trend=150,mom=189,vol=126,target=0.12,top=1,cap=0.50",150,189,126,0.12,1,0.5,0.09403026372665724,0.08582690318109656,1.092429785731419,-0.12787726688395218,0.735316495401713,-0.022427267830128654,-0.04677265957325664,-0.048255689486291775,2.5440193470460657,"{""DBC"": 0.5, ""SHY"": 0.5}"
"trend=100,mom=63,vol=63,target=0.08,top=1,cap=0.50",100,63,63,0.08,1,0.5,0.0760016929485614,0.07663247376303373,0.9963456265615029,-0.10336863972578747,0.7352490382980361,-0.019291879398352727,-0.04001864393887489,-0.05113254936511147,2.1406278499676956,"{""DBC"": 0.3260519556543075, ""SHY"": 0.6739480443456924}"
